,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),Order_Hour,Order_Min,Picked_Hour,Picked_Min
21846,24.0,4.9,Stormy,Medium,0,Drinks,motorcycle,0.0,No,Urban,12,15,35,15,40
21847,20.0,4.9,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,27,23,35,23,40
21848,39.0,4.7,Stormy,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,23,18,40,18,45
21849,,,,,3,Snack,motorcycle,0.0,No,Urban,23,,,21,05
21850,38.0,4.8,Sunny,Low,1,Snack,motorcycle,1.0,No,Urban,13,09,45,09,55
21851,,,Windy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,25,,,21,55
21852,33.0,4.6,Fog,Low,0,Snack,motorcycle,0.0,No,Metropolitian,44,23,55,1,
21853,30.0,3.8,Sandstorms,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,31,20,20,20,25
21854,35.0,4.5,Cloudy,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,17,08,10,08,15
21855,38.0,3.6,Cloudy,Low,2,Buffet,scooter,0.0,No,Metropolitian,37,23,55,24,10
21856,28.0,4.8,Stormy,Jam,2,Meal,scooter,0.0,No,Metropolitian,15,0.875,,21,05
21857,23.0,4.6,Stormy,Low,1,Buffet,scooter,1.0,No,Urban,14,22,10,22,15
21858,39.0,4.8,Fog,Low,1,Snack,motorcycle,1.0,No,Metropolitian,17,10,30,10,35
21859,36.0,5.0,Sunny,Jam,1,Buffet,scooter,1.0,No,Metropolitian,16,21,55,0.916666667,
21860,39.0,4.9,Stormy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,34,17,10,17,20
21861,25.0,4.6,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Urban,19,10,15,10,30
21862,29.0,5.0,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,35,20,10,20,20
21863,29.0,4.7,Fog,Low,0,Snack,motorcycle,0.0,No,Urban,15,10,35,10,45
21864,38.0,5.0,Sunny,Jam,1,Drinks,motorcycle,1.0,No,Urban,15,21,25,21,40
21865,24.0,4.9,Sandstorms,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,19,19,15,19,30
21866,38.0,4.1,Sandstorms,High,0,Snack,motorcycle,1.0,No,Urban,37,11,55,12,10
21867,26.0,4.1,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,29,10,35,10,50
21868,31.0,4.9,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,23,18,20,18,30
21869,23.0,4.7,Sunny,Low,0,Snack,motorcycle,0.0,No,,12,08,50,08,55
21870,29.0,4.9,Sandstorms,High,2,Meal,scooter,0.0,No,Urban,11,0.625,,15,10
21871,24.0,4.8,Stormy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,20,0.833333333,,20,10
21872,20.0,4.9,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,23,15,35,15,50
21873,36.0,4.6,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,54,21,10,21,15
21874,37.0,4.6,Stormy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,26,15,15,15,30
21875,26.0,4.6,Sunny,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,24,23,50,24,05
21876,25.0,4.8,Sandstorms,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,13,20,55,21,05
21877,32.0,4.8,Windy,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,26,18,15,18,25
21878,28.0,4.3,Fog,Jam,2,Drinks,scooter,1.0,No,Metropolitian,41,20,45,20,50
21879,31.0,4.6,Fog,Medium,2,Buffet,electric_scooter,0.0,No,Metropolitian,17,17,20,17,25
21880,26.0,4.9,Sandstorms,Medium,2,Meal,scooter,1.0,No,Urban,27,17,55,18,10
21881,39.0,4.8,Stormy,Medium,2,Drinks,electric_scooter,1.0,No,Urban,25,18,40,18,55
21882,30.0,4.6,Sandstorms,Low,2,Buffet,scooter,1.0,No,Metropolitian,29,0.416666667,,10,10
21883,26.0,4.7,Windy,Jam,1,Buffet,scooter,,No,Metropolitian,14,21,55,22,10
21884,35.0,3.8,Stormy,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,42,20,35,20,50
21885,36.0,4.6,Cloudy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,27,17,35,17,50
21886,39.0,4.2,Stormy,High,2,Meal,electric_scooter,1.0,No,Urban,32,11,30,11,40
21887,36.0,4.4,Cloudy,Jam,1,Meal,motorcycle,2.0,No,Metropolitian,41,21,20,21,25
21888,28.0,4.8,Sunny,High,2,Meal,electric_scooter,1.0,No,Metropolitian,19,11,20,11,35
21889,21.0,4.5,Cloudy,Medium,2,Snack,scooter,0.0,No,Metropolitian,13,15,50,0.666666667,
21890,25.0,4.2,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,32,17,50,18,05
21891,30.0,4.6,Sunny,High,2,Buffet,electric_scooter,1.0,No,Metropolitian,23,13,10,13,20
21892,27.0,4.9,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,21,23,45,23,55
21893,26.0,4.3,Fog,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,33,18,35,18,40
21894,34.0,4.3,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,52,19,45,19,50
21895,21.0,4.8,Windy,Jam,2,Snack,scooter,1.0,No,Metropolitian,24,0.833333333,,20,05
21896,29.0,4.5,Fog,Low,2,Drinks,motorcycle,0.0,No,Urban,11,09,45,09,55
21897,30.0,4.0,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,35,0.875,,21,15
21898,34.0,4.8,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,20,09,55,0.416666667,
21899,20.0,4.7,Windy,High,1,Meal,motorcycle,1.0,No,Metropolitian,18,13,45,0.583333333,
21900,,,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,23,,,22,40
21901,26.0,4.5,Fog,Low,1,Meal,motorcycle,1.0,No,Metropolitian,17,08,20,08,35
21902,36.0,4.1,Cloudy,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,43,21,35,21,40
21903,25.0,4.9,Fog,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,24,18,25,18,40
21904,24.0,4.5,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Urban,27,20,20,20,35
21905,26.0,4.6,Sandstorms,High,1,Meal,scooter,0.0,No,Metropolitian,20,11,30,11,40
21906,32.0,4.6,Windy,Jam,2,Snack,electric_scooter,0.0,No,Metropolitian,28,20,40,20,50
21907,39.0,4.9,Stormy,Low,1,Buffet,scooter,0.0,No,Metropolitian,20,23,15,23,20
21908,26.0,4.9,Windy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,29,21,10,21,25
21909,39.0,4.9,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,24,20,40,20,55
21910,34.0,4.9,Stormy,High,0,Snack,motorcycle,2.0,No,Metropolitian,42,11,50,12,05
21911,35.0,4.1,Stormy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,42,19,20,19,25
21912,38.0,4.8,Fog,Jam,1,Snack,scooter,1.0,No,Metropolitian,36,0.833333333,,20,10
21913,38.0,4.9,Fog,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,44,20,45,20,55
21914,29.0,4.8,Stormy,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,23,18,30,18,45
21915,23.0,4.7,Stormy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,17,10,45,0.458333333,
21916,35.0,4.5,Fog,Low,1,Buffet,scooter,1.0,No,Metropolitian,18,09,15,09,20
21917,34.0,4.6,Windy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,30,21,15,21,30
21918,38.0,4.3,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,49,21,35,21,40
21919,22.0,5.0,Cloudy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,10,23,20,23,25
21920,21.0,5.0,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,28,18,20,18,30
21921,31.0,4.8,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,30,21,15,21,30
21922,25.0,4.6,Cloudy,High,2,Buffet,motorcycle,1.0,No,Metropolitian,28,0.5,,12,10
21923,25.0,4.7,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,39,20,35,20,50
21924,39.0,4.0,Cloudy,Jam,1,Drinks,motorcycle,2.0,No,Urban,39,0.875,,21,05
21925,37.0,4.0,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,38,19,15,19,25
21926,22.0,4.8,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Urban,19,22,45,22,55
21927,26.0,4.7,Windy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,29,21,40,21,55
21928,,,Windy,Low,1,Drinks,scooter,1.0,No,Metropolitian,13,,,22,50
21929,33.0,4.2,Windy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,31,23,20,23,35
21930,25.0,5.0,Windy,Medium,2,Buffet,scooter,0.0,No,Metropolitian,25,17,25,17,40
21931,26.0,4.9,Windy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,22,17,55,18,10
21932,25.0,4.2,Fog,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,38,21,55,22,10
21933,36.0,4.5,Windy,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,22,17,40,17,45
21934,34.0,4.9,Stormy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,22,18,25,18,40
21935,36.0,4.7,Sunny,Low,1,Meal,scooter,1.0,No,Urban,17,1,,24,10
21936,36.0,4.8,Sunny,Medium,2,Buffet,scooter,1.0,No,Metropolitian,18,17,50,0.75,
21937,34.0,3.5,Sandstorms,Jam,1,Buffet,motorcycle,2.0,No,Metropolitian,41,20,10,20,15
21938,29.0,4.7,Cloudy,Low,2,Buffet,electric_scooter,1.0,No,Urban,15,23,15,23,30
21939,39.0,4.0,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,41,18,45,18,50
21940,26.0,4.7,Windy,High,0,Meal,motorcycle,1.0,No,Metropolitian,29,11,40,11,55
21941,33.0,4.9,Sunny,Low,1,Snack,scooter,0.0,No,Metropolitian,15,23,50,1,
21942,30.0,4.9,Windy,Low,0,Snack,motorcycle,1.0,No,Urban,27,22,30,22,45
21943,38.0,4.3,Sandstorms,Jam,2,Drinks,electric_scooter,2.0,No,Metropolitian,36,20,45,20,50
21944,29.0,4.5,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,40,21,30,21,35
21945,20.0,2.8,Sunny,Low,2,Drinks,scooter,1.0,No,Metropolitian,32,1,,24,10
21946,28.0,4.7,Stormy,Jam,2,Drinks,motorcycle,1.0,No,Urban,23,21,40,21,50
21947,23.0,4.6,Fog,Low,2,Buffet,scooter,1.0,No,Metropolitian,10,09,50,10,05
21948,33.0,4.1,Cloudy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,38,17,15,17,20
21949,31.0,4.3,Stormy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,46,19,40,19,50
21950,37.0,4.3,Stormy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,25,08,25,08,40
21951,34.0,4.7,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,27,17,50,0.75,
21952,25.0,4.7,Cloudy,Low,2,Drinks,scooter,0.0,No,Metropolitian,23,0.958333333,,23,15
21953,28.0,4.9,Cloudy,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,35,17,10,17,20
21954,39.0,4.2,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,33,09,40,09,45
21955,20.0,4.9,Stormy,Jam,2,Buffet,scooter,0.0,No,Urban,14,21,20,21,35
21956,36.0,4.8,Sunny,High,0,Drinks,motorcycle,0.0,No,Metropolitian,21,13,30,13,45
21957,21.0,4.7,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,35,19,55,0.833333333,
21958,37.0,5.0,Cloudy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,25,17,25,17,30
21959,27.0,4.8,Sandstorms,Jam,2,Drinks,scooter,1.0,No,Urban,29,20,40,20,50
21960,23.0,4.9,Stormy,Medium,2,Buffet,electric_scooter,0.0,No,Metropolitian,21,0.75,,18,05
21961,34.0,4.0,Fog,Jam,2,Buffet,scooter,0.0,Yes,Metropolitian,49,19,35,19,50
21962,21.0,4.9,Stormy,High,1,Drinks,motorcycle,1.0,No,Metropolitian,24,0.625,,15,05
21963,24.0,5.0,Sunny,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,16,18,10,18,20
21964,36.0,5.0,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,26,22,50,22,55
21965,37.0,4.7,Sunny,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,24,21,30,21,35
21966,36.0,4.7,Sunny,Medium,2,Drinks,scooter,1.0,No,Metropolitian,27,18,45,18,50
21967,28.0,4.5,Windy,Low,0,Buffet,motorcycle,1.0,No,Urban,19,23,55,24,10
21968,20.0,4.7,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,23,23,40,23,55
21969,36.0,4.7,Sunny,Low,1,Drinks,scooter,1.0,No,Metropolitian,19,22,45,22,55
21970,33.0,4.8,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,29,09,55,0.416666667,
21971,29.0,5.0,Sunny,High,2,Drinks,scooter,1.0,No,,17,11,25,11,30
21972,37.0,4.6,Sunny,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,16,20,50,21,05
21973,20.0,5.0,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,27,17,35,17,45
21974,20.0,4.9,Fog,Low,2,Drinks,scooter,0.0,No,Urban,10,09,35,09,40
21975,39.0,3.5,Sandstorms,Medium,1,Buffet,scooter,1.0,No,Urban,37,17,15,17,30
21976,37.0,5.0,Sandstorms,Jam,1,Meal,scooter,1.0,No,Urban,25,20,25,20,40
21977,30.0,4.9,Stormy,Low,1,Meal,scooter,1.0,No,Metropolitian,22,08,50,0.375,
21978,32.0,4.7,Cloudy,Low,1,Meal,scooter,0.0,No,Metropolitian,28,22,35,22,45
21979,38.0,4.6,Windy,High,1,Snack,motorcycle,1.0,No,Metropolitian,26,13,25,13,35
21980,31.0,4.8,Sandstorms,Jam,1,Snack,scooter,1.0,No,Metropolitian,33,19,25,19,40
21981,27.0,4.7,Fog,Low,2,Snack,motorcycle,1.0,No,Metropolitian,29,22,25,22,40
21982,35.0,4.1,Windy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,46,21,20,21,30
21983,36.0,4.8,Fog,Low,0,Drinks,motorcycle,1.0,No,Urban,35,1,,24,05
21984,31.0,4.9,Cloudy,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,46,21,40,21,45
21985,32.0,4.6,Stormy,High,2,Meal,electric_scooter,0.0,No,Metropolitian,29,13,30,13,35
21986,37.0,4.9,Sunny,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,15,21,10,21,25
21987,38.0,4.1,Fog,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,42,21,25,21,40
21988,24.0,4.6,Windy,Low,2,Meal,scooter,1.0,No,Urban,11,0.416666667,,10,05
21989,36.0,4.9,Sandstorms,Low,2,Drinks,scooter,1.0,No,Urban,16,23,55,24,10
21990,21.0,4.4,Windy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,36,19,25,19,35
21991,23.0,4.9,Sunny,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,30,22,55,0.958333333,
21992,32.0,4.9,Windy,Medium,0,Meal,motorcycle,0.0,No,Urban,27,18,50,0.791666667,
21993,29.0,4.8,Cloudy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,28,0.708333333,,17,15
21994,24.0,4.7,Stormy,Medium,2,Buffet,scooter,0.0,No,Metropolitian,16,18,15,18,25
21995,37.0,4.8,Sandstorms,Low,1,Buffet,scooter,1.0,No,Metropolitian,21,23,15,23,20
21996,35.0,4.8,Fog,Jam,0,Buffet,motorcycle,3.0,No,Metropolitian,46,19,40,19,55
21997,24.0,3.9,Sunny,Jam,0,Snack,motorcycle,0.0,Yes,Metropolitian,40,21,15,21,25
21998,36.0,4.7,Sandstorms,Medium,2,Meal,scooter,0.0,No,Urban,28,17,50,0.75,
21999,32.0,4.4,Cloudy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,34,19,20,19,35
22000,34.0,4.0,Fog,Medium,1,Buffet,scooter,1.0,No,Metropolitian,38,18,40,18,55
22001,23.0,4.6,Cloudy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,18,18,15,18,20
22002,36.0,4.4,Cloudy,Low,0,Drinks,motorcycle,2.0,No,Metropolitian,42,22,50,22,55
22003,24.0,4.7,Sunny,Low,1,Snack,motorcycle,1.0,No,Metropolitian,26,22,50,23,05
22004,28.0,4.8,Fog,Jam,1,Snack,motorcycle,1.0,No,Urban,25,20,25,20,40
22005,32.0,4.6,Cloudy,Low,1,Meal,motorcycle,0.0,No,Urban,27,22,40,22,45
22006,25.0,4.9,Windy,Medium,2,Drinks,scooter,0.0,No,Metropolitian,23,18,50,0.791666667,
22007,,,Windy,Low,0,Meal,motorcycle,1.0,No,Urban,19,,,22,25
22008,24.0,4.6,Windy,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,25,21,50,0.916666667,
22009,31.0,4.8,Stormy,Jam,1,Snack,scooter,0.0,No,Metropolitian,28,19,45,19,50
22010,31.0,4.8,Cloudy,Jam,1,Meal,scooter,1.0,No,Metropolitian,32,19,45,19,50
22011,24.0,4.7,Sunny,Low,0,Snack,motorcycle,0.0,No,Metropolitian,17,08,50,08,55
22012,31.0,4.7,Sandstorms,Low,1,Buffet,motorcycle,0.0,No,Urban,28,22,20,22,25
22013,20.0,4.1,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,19,22,20,22,35
22014,37.0,4.9,Stormy,Low,1,Snack,scooter,0.0,No,Urban,21,08,55,09,10
22015,38.0,4.6,Stormy,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,51,0.875,,21,10
22016,39.0,4.7,Stormy,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,42,20,20,20,30
22017,25.0,4.3,Sunny,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,41,19,20,19,30
22018,23.0,4.6,Cloudy,Low,2,Snack,electric_scooter,,No,Metropolitian,28,22,50,22,55
22019,35.0,4.6,Stormy,Low,2,Snack,motorcycle,0.0,No,Metropolitian,18,22,40,22,55
22020,38.0,4.7,Windy,Low,2,Snack,motorcycle,0.0,No,Metropolitian,24,10,40,10,55
22021,28.0,4.5,Fog,Low,0,Snack,motorcycle,0.0,No,Urban,23,23,30,23,40
22022,38.0,4.6,Sandstorms,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,32,19,25,19,40
22023,34.0,4.9,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,25,18,20,18,30
22024,35.0,4.7,Fog,Medium,1,Buffet,scooter,1.0,No,Urban,18,17,40,17,45
22025,25.0,4.7,Stormy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,15,22,10,22,20
22026,25.0,4.5,Stormy,Low,1,Snack,motorcycle,0.0,No,Urban,12,23,45,1,
22027,27.0,4.0,Fog,Jam,2,Snack,electric_scooter,0.0,No,Metropolitian,33,20,30,20,45
22028,35.0,4.6,Windy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,29,20,35,20,40
22029,27.0,4.7,Fog,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,41,20,35,20,50
22030,34.0,4.6,Fog,Low,2,Buffet,scooter,1.0,No,Metropolitian,19,10,55,0.458333333,
22031,25.0,5.0,Sunny,Low,1,Meal,scooter,1.0,No,Metropolitian,23,1,,24,05
22032,,,Sandstorms,Medium,2,Buffet,scooter,1.0,No,Metropolitian,23,,,18,50
22033,35.0,4.7,Cloudy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,34,11,55,12,10
22034,24.0,4.8,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,21,08,20,08,35
22035,28.0,4.2,Stormy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,38,17,35,17,40
22036,35.0,4.1,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,29,09,35,09,45
22037,35.0,4.7,Sunny,High,2,Buffet,scooter,1.0,No,Urban,23,12,20,12,35
22038,28.0,4.5,Windy,Jam,1,Snack,scooter,1.0,No,Urban,28,20,45,20,55
22039,25.0,4.1,Fog,Jam,1,Buffet,motorcycle,1.0,No,Urban,41,21,35,21,40
22040,35.0,4.7,Fog,Low,2,Snack,scooter,1.0,No,Urban,18,23,40,23,50
22041,30.0,4.8,Windy,Medium,2,Snack,motorcycle,0.0,No,Metropolitian,25,18,25,18,35
22042,28.0,4.1,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,27,08,45,08,50
22043,20.0,4.9,Sandstorms,Jam,1,Drinks,scooter,1.0,No,Metropolitian,12,21,10,21,20
22044,24.0,4.8,Sandstorms,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,25,20,10,20,20
22045,25.0,4.7,Cloudy,Medium,1,Meal,motorcycle,2.0,No,Metropolitian,38,17,10,17,25
22046,25.0,5.0,Cloudy,Medium,0,Meal,motorcycle,2.0,No,Urban,41,18,30,18,40
22047,34.0,4.1,Stormy,Medium,0,Drinks,motorcycle,2.0,No,Metropolitian,45,18,25,18,30
22048,25.0,4.8,Sunny,Low,0,Snack,motorcycle,0.0,No,Urban,10,09,25,09,30
22049,35.0,4.9,Stormy,Low,2,Buffet,scooter,1.0,No,Metropolitian,26,22,15,22,25
22050,26.0,4.8,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,16,18,45,18,55
22051,,,,,3,Meal,scooter,1.0,No,Metropolitian,34,,,18,45
22052,31.0,4.8,Sandstorms,Medium,2,Meal,scooter,1.0,No,Metropolitian,22,17,15,17,25
22053,30.0,4.8,Cloudy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,53,0.916666667,,22,10
22054,28.0,4.8,Windy,Low,0,Buffet,motorcycle,1.0,No,Urban,23,23,30,23,40
22055,28.0,4.9,Sunny,Low,1,Meal,scooter,0.0,No,Metropolitian,17,08,40,08,45
22056,36.0,4.4,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,22,0.958333333,,23,10
22057,25.0,4.8,Stormy,High,1,Buffet,scooter,1.0,No,Metropolitian,22,11,55,12,10
22058,35.0,4.9,Cloudy,Jam,2,Meal,scooter,1.0,No,Metropolitian,29,19,50,19,55
22059,34.0,4.9,Sunny,High,0,Buffet,motorcycle,0.0,No,Metropolitian,20,14,35,14,45
22060,39.0,4.0,Fog,Jam,2,Meal,scooter,0.0,No,Metropolitian,40,0.833333333,,20,10
22061,20.0,4.9,Cloudy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,26,22,35,22,40
22062,21.0,4.9,Sunny,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,16,16,50,16,55
22063,26.0,3.2,Sunny,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,38,23,40,23,50
22064,36.0,4.9,Sunny,Low,0,Meal,motorcycle,0.0,No,Metropolitian,24,09,50,09,55
22065,23.0,4.8,Fog,Medium,2,Drinks,electric_scooter,1.0,No,Urban,18,15,35,15,50
22066,31.0,4.3,Cloudy,Jam,1,Buffet,motorcycle,2.0,No,Metropolitian,35,19,10,19,25
22067,39.0,4.3,Windy,Low,0,Snack,motorcycle,1.0,No,Urban,26,10,15,10,20
22068,24.0,4.7,Stormy,Jam,0,Snack,motorcycle,1.0,No,,33,21,40,21,50
22069,36.0,4.6,Windy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,44,11,25,11,30
22070,36.0,4.7,Stormy,Jam,1,Buffet,scooter,0.0,No,Metropolitian,27,0.916666667,,22,05
22071,35.0,4.8,Fog,Low,2,Drinks,scooter,0.0,No,Metropolitian,15,22,55,23,05
22072,25.0,4.9,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,16,23,50,23,55
22073,34.0,4.4,Stormy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,35,19,40,19,55
22074,28.0,4.6,Fog,Medium,2,Drinks,scooter,1.0,No,Metropolitian,27,18,10,18,20
22075,25.0,4.9,Fog,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,15,23,15,23,25
22076,29.0,4.9,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,17,08,15,08,25
22077,20.0,4.9,Stormy,Low,1,Meal,motorcycle,0.0,No,Urban,11,22,10,22,20
22078,22.0,4.9,Stormy,Low,2,Drinks,motorcycle,0.0,No,Metropolitian,13,08,50,09,05
22079,22.0,4.7,Stormy,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,16,20,35,20,40
22080,22.0,5.0,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,,18,23,55,24,05
22081,30.0,4.6,Windy,Medium,2,Snack,electric_scooter,1.0,No,Urban,28,18,45,0.791666667,
22082,22.0,4.9,Sunny,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,13,18,30,18,35
22083,26.0,4.8,Windy,Jam,2,Meal,scooter,0.0,No,Urban,29,20,30,20,35
22084,22.0,4.7,Sunny,Medium,2,Snack,motorcycle,0.0,No,Urban,13,18,35,18,45
22085,25.0,4.5,Fog,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,41,19,55,20,05
22086,,,Fog,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,15,,,10,50
22087,23.0,5.0,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,21,23,10,23,25
22088,39.0,4.7,Cloudy,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,42,17,15,17,20
22089,22.0,4.6,Cloudy,Low,2,Snack,electric_scooter,0.0,No,Metropolitian,14,10,55,11,05
22090,31.0,4.9,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,36,20,35,20,45
22091,21.0,4.8,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,28,19,25,19,40
22092,22.0,4.1,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,20,09,30,09,45
22093,23.0,4.9,Fog,Low,1,Meal,scooter,0.0,No,Urban,17,08,45,0.375,
22094,33.0,4.8,Sunny,Low,2,Drinks,motorcycle,0.0,No,Urban,10,09,30,09,35
22095,26.0,4.8,Fog,High,2,Buffet,electric_scooter,0.0,No,Metropolitian,26,12,55,0.541666667,
22096,33.0,5.0,Stormy,Medium,1,Buffet,scooter,1.0,No,,26,18,20,18,35
22097,27.0,4.1,Sunny,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,34,21,50,0.916666667,
22098,36.0,5.0,Windy,Medium,2,Snack,motorcycle,0.0,No,Metropolitian,33,15,45,0.666666667,
22099,39.0,4.7,Stormy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,30,17,45,17,50
22100,27.0,4.6,Cloudy,High,1,Buffet,scooter,1.0,No,Metropolitian,26,0.583333333,,14,15
22101,32.0,4.4,Cloudy,Low,1,Meal,motorcycle,0.0,No,Metropolitian,36,23,45,23,50
22102,21.0,4.7,Sunny,Medium,1,Buffet,scooter,0.0,No,Urban,14,18,35,18,50
